REGION,PROVINCE,CITY,LOCATION,OWNERSHIP_CLASS,Unnamed: 6,NAME OF HOSPITAL,ABC,MEDICAL_DIRECTOR,CLASS,SERVCE CAPABILI TY,CONTACT,EMAIL,FAX,MOBILE,REMARKS,Actual Hospital Name,Mapping_Address,lat,lng
NCR,,Pasay City,"P. Burgos St., Pasay City",GOVT,City,PASAY CITY GENERAL HOSPITAL,150,Dr. Marilou Lupisan- Ocampo,General,Level 3,"8336022/8313285
/5513735",pcgh.coh@gmail.com/pcghhopss@gmail.com,5513735,NaN,NaN,PASAY CITY GENERAL HOSPITAL,"PASAY CITY GENERAL HOSPITAL, NCR, , Pasay City",14.5492968,121.0009273
NCR,,Pasig City,"Industria St. cor. Alcalde Jose St., Kapasigan, Pasig City",GOVT,City,PASIG CITY CHILDREN’S HOSPITAL – CHILD’S HOPE,64,Dr. Joselito T. Morete,Specialty- Pediatric Only,Level 2,6432222,pcchnso@yahoo.com,NaN,NaN,NaN,PASIG CITY CHILDREN’S HOSPITAL – CHILD’S HOPE,"PASIG CITY CHILDREN’S HOSPITAL – CHILD’S HOPE, NCR, , Pasig City",14.5619564,121.074097
NCR,,Pasig City,"Pasig Boulevard, Bagong Ilog, Pasig City",GOVT,DOH Ret.,RIZAL MEDICAL CENTER,300,Dr. Relito M. Saquilayan,General,Level 3,865-5840099,rizalmedicalcenter@gmail.com,6719616,NaN,NaN,RIZAL MEDICAL CENTER,"RIZAL MEDICAL CENTER, NCR, , Pasig City",14.5638837,121.0660877
NCR,,Pasig City,"M. Eusebio Avenue, Maybunga, Pasig City",GOVT,City,PASIG CITY GENERAL HOSPITAL,200,"Dr. Paulo Roman A. Castro, Jr.",General,Level 3,"6247381/6427380
/6433333","www.pasigcitygen
.org.",6427380,NaN,NaN,PASIG CITY GENERAL HOSPITAL,"PASIG CITY GENERAL HOSPITAL, NCR, , Pasig City",14.5721974,121.0991899
NCR,,Quezon City,"North Avenue, Diliman, Quezon City",GOVT,DND,VETERANS MEMORIAL MEDICAL CENTER,766,"Dr. Dominador M. Chiong, Jr.",General,Level 3,9202487/9271250,veteransmed@gmail.com,"9202487/92
71250",NaN,NaN,VETERANS MEMORIAL MEDICAL CENTER,"VETERANS MEMORIAL MEDICAL CENTER, NCR, , Quezon City",14.6561184,121.0400556
NCR,,Quezon City,"East Avenue, Diliman, Quezon City",GOVT,NaN,PHILIPPINE HEART CENTER,454,Dr. Joel M. Abanilla,Specialty,Level 3,9252401 loc 3200,"director@phc.gov
.ph/adas@phc.gov.ph",local 3259,NaN,NaN,PHILIPPINE HEART CENTER,"PHILIPPINE HEART CENTER, NCR, , Quezon City",14.6440237,121.0481304
NCR,,Quezon City,"East Avenue, Diliman, Quezon City",GOVT,NaN,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,315,Dr. Rose Marie O. Rosete-Liquete,Specialty,Level 3,9810300/400,pro@nkti.gov.ph,"9225608/92
40701",NaN,NaN,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,"NATIONAL KIDNEY AND TRANSPLANT INSTITUTE, NCR, , Quezon City",14.6473447,121.0473288
NCR,,Quezon City,"Quezon Avenue corner Agham Road, Diliman, Quezon City",GOVT,NaN,PHILIPPINE CHILDREN’S MEDICAL CENTER,200,Dr. Julius A. Lecciones,Specialty,Level 3,"02-
9246601/5889900
/9240836",hiss@pcmc.gov.ph/officeofthedirector@pcmc.gov.ph,"9240887/92
40840",NaN,NaN,PHILIPPINE CHILDREN’S MEDICAL CENTER,"PHILIPPINE CHILDREN’S MEDICAL CENTER, NCR, , Quezon City",14.6476963,121.0411248
NCR,,Quezon City,"V. Luna Road, Quezon City",GOVT,AFP,VICTORIANO LUNA MEDICAL CENTER,1200,Col. Eugenia E. Mendoza,General,Level 3,"4262701/4262714
/9211774",registrar.afpmc@gmail.com/himdulmc@gmail.com/himvlmc@gmail.com,9249726,NaN,NaN,VICTORIANO LUNA MEDICAL CENTER,"VICTORIANO LUNA MEDICAL CENTER, NCR, , Quezon City",14.6356249,121.0526898
NCR,,Quezon City,"East Avenue, Quezon City",GOVT,DOH Ret.,EAST AVENUE MEDICAL CENTER,600,Dr. Alfonso G. Nuñez,General,Level 3,02-9280611-24 loc 201/9292031,eamc.info@gmail.com/do.eamc.doh@gmail.com,02-4264405,NaN,NaN,EAST AVENUE MEDICAL CENTER,"EAST AVENUE MEDICAL CENTER, NCR, , Quezon City",14.6421672,121.0478702
NCR,,Quezon City,"Ma. Clara St. cor. Banawe St., Quezon City",GOVT,DOH Ret.,PHILIPPINE ORTHOPEDIC CENTER,700,Dr. Jose S. Pujalte,Specialty,Level 3,"02-
7320454/7124601",poc.medicalcenterchief@gmail.com,NaN,NaN,NaN,PHILIPPINE ORTHOPEDIC CENTER,"PHILIPPINE ORTHOPEDIC CENTER, NCR, , Quezon City",14.6280361,121.0033881
NCR,,Quezon City,"Seminary Road, EDSA, Quezon City",GOVT,City,QUEZON CITY GENERAL HOSPITAL,250,Dr. Josephine B. Sabando,General,Level 3,"4261383/4261321
/8630800/863089 0",jobsaando@yahoo.com/jobsamd@yahoo.com/qcghdo@gmail.com,9207081,NaN,NaN,QUEZON CITY GENERAL HOSPITAL,"QUEZON CITY GENERAL HOSPITAL, NCR, , Quezon City",14.6611598,121.0182091
NCR,,Quezon City,"Quezon Avenue, Quezon City",GOVT,NaN,LUNG CENTER OF THE PHILIPPINES,210,"Dr. Vincent M. Balanag, Jr.",Specialty,Level 3,"9246101-20  loc
4001/4003",lcpdirector01@gmail.com,"9246101
loc 251",NaN,NaN,LUNG CENTER OF THE PHILIPPINES,"LUNG CENTER OF THE PHILIPPINES, NCR, , Quezon City",14.6477279,121.0452136
NCR,,Quezon City,"#226 E. Rodriguez Sr. Boulevard, Quezon City",GOVT,DOH Ret.,NATIONAL CHILDREN’S HOSPITAL,250,Dr. Epifania S. Simbul,Specialty,Level 3,7240656-59,nch.doh@gmail.com,7240656,NaN,NaN,NATIONAL CHILDREN’S HOSPITAL,"NATIONAL CHILDREN’S HOSPITAL, NCR, , Quezon City",14.6204405,121.0208118
NCR,,Quezon City,"Katipunan Road, Project 4, Quezon City",GOVT,DOH-Ret,QUIRINO MEMORIAL MEDICAL CENTER,460,Dr. Evelyn Victoria E. Reside,General,Level 3,"4212250 to 61
loc 7008 or 8090/9134758",qmmc_doh@yahoo.com,NaN,NaN,NaN,QUIRINO MEMORIAL MEDICAL CENTER,"QUIRINO MEMORIAL MEDICAL CENTER, NCR, , Quezon City",14.6222558,121.0728482
NCR,,Quezon City,"Camp Crame, Quezon City",GOVT,PNP,PNP GENERAL HOSPITAL,176,Pcol Reimound C. Sales,General,Level 2,"7220670/5348531
/5348551/723040
1 loc 3487/4143943",pnpghphilhealthsection@gmail.com,NaN,NaN,NaN,PNP GENERAL HOSPITAL,"PNP GENERAL HOSPITAL, NCR, , Quezon City",14.6156163,121.0519252
NCR,,Quezon City,"Quirino Highway, San Bartolome, Novaliches, Quezon City",GOVT,LGU,NOVALICHES DISTRICT HOSPITAL,30,"Dr. Luzviminda S. Kwong, FPSA",General,Level 1,"9365031 /
4177233",ndhpersonnel@ymail.com,NaN,NaN,NaN,NOVALICHES DISTRICT HOSPITAL,"NOVALICHES DISTRICT HOSPITAL, NCR, , Quezon City",14.700472,121.034431
NCR,,Quezon City,"IBP Road, Batasan Hills, District 2, Quezon City",GOVT,City,ROSARIO MACLANG BAUTISTA GENERAL HOSPITAL,107,Dr. Richard Joseph Cabotage,General,Level 2,02-84511567,rmbgh@quezoncity.gov.ph,NaN,NaN,upgraded from Level 1 to Level 2,ROSARIO MACLANG BAUTISTA GENERAL HOSPITAL,"ROSARIO MACLANG BAUTISTA GENERAL HOSPITAL, NCR, , Quezon City",14.6862039,121.0889347
NCR,,San Juan City,"N. Domingo St., San Juan City",GOVT,LGU,SAN JUAN MEDICAL CENTER,150,Dr. Joseph M. Acosta,General,Level 1,7259804/7249948,sanjuan.medicalcenter@yahoo.com,NaN,NaN,NaN,SAN JUAN MEDICAL CENTER,"SAN JUAN MEDICAL CENTER, NCR, , San Juan City",14.6063348,121.0235621
NCR,,Taguig City,"Fort Andres Bonifacio, Taguig City",GOVT,AFP,ARMY GENERAL HOSPITAL,200,Col Joel Enrico N. Anastacio MC (GSC)PA,General,Level 1,"8459555 loc.
4600, 4601, 4670
Fax 4650",aghoperations@gmail.com,NaN,NaN,NaN,ARMY GENERAL HOSPITAL,"ARMY GENERAL HOSPITAL, NCR, , Taguig City",14.5309752,121.047928
NCR,,Taguig City,"Naval Station, Jose Francisco, Fort Bonifacion, Taguig City",GOVT,AFP (Navy),MANILA NAVAL HOSPITAL,65,"LTC PURA LYN P. EPRES, MC (GSC)",General,Level 1,8928261/9356629,mnh.h3operation@gmail.com,NaN,NaN,NaN,MANILA NAVAL HOSPITAL,"MANILA NAVAL HOSPITAL, NCR, , Taguig City",14.5480079,121.04906
NCR,,Taguig City,"East Service Road, Western Bicutan, Taguig
City",GOVT,LGU,TAGUIG-PATEROS DISTRICT HOSPITAL,110,Dr. Anna Ritchie Quilatan,General,Level 1,8383485,"taguigpaterosdistricthospital@ymai
l.com",NaN,NaN,NaN,TAGUIG-PATEROS DISTRICT HOSPITAL,"TAGUIG-PATEROS DISTRICT HOSPITAL, NCR, , Taguig City",14.5108121,121.0341273
NCR,,Valenzuela City,"Padrigal St., Karuhatan, Valenzuela City",GOVT,DOH Ret.,VALENZUELA MEDICAL CENTER,150,Dr. Maria Estrella B. Litam,General,Level 3,2946711,valgen_hosp@yahoo.com,2914259,NaN,NaN,VALENZUELA MEDICAL CENTER,"VALENZUELA MEDICAL CENTER, NCR, , Valenzuela City",14.6898788,120.978154
C A R,ABRA,,"Barangay Calaba, Bangued",GOVT,Province,ABRA PROVINCIAL HOSPITAL,100,Dr. Rosauro Vincent P. Seares,General,Level 1,"752-5693 / 752-
7510",abraprovincialhospital@yahoo.com.ph,NaN,NaN,dec. ABC 155-100,ABRA PROVINCIAL HOSPITAL,"ABRA PROVINCIAL HOSPITAL, C A R, ABRA",17.6069046,120.6181777
C A R,APAYAO,,"Ripang, Conner",GOVT,DOH-RET,CONNER DISTRICT HOSPITAL,25,Dr. Nelson O. Rigor,General,Level 1,"09952093932 /
09217179232",connerdistricthospital@yahoo.com,NaN,NaN,NaN,CONNER DISTRICT HOSPITAL,"CONNER DISTRICT HOSPITAL, C A R, APAYAO",17.8007847,121.3225347
C A R,APAYAO,,"Quirino, Luna, Apayao",GOVT,DOH-RET,FAR NORTH LUZON GENERAL HOSPITAL & TRAINING CENTER,100,Dr. Marlene Libatique- Lubo,General,Level 1,91644665 09,fnlghtc@yahoo.com.ph,NaN,NaN,NaN,FAR NORTH LUZON GENERAL HOSPITAL & TRAINING CENTER,"FAR NORTH LUZON GENERAL HOSPITAL & TRAINING CENTER, C A R, APAYAO",18.3395298,121.3838224
C A R,BENGUET,,"Daclan, Bokod",GOVT,Province,DENNIS MOLINTAS DISTRICT HOSPITAL,10,Dr. Tricia Hazel Panangwe,General,Level 1,9082902428,dmmhbenguet@gmail.com,NaN,NaN,NaN,DENNIS MOLINTAS DISTRICT HOSPITAL,"DENNIS MOLINTAS DISTRICT HOSPITAL, C A R, BENGUET",16.5123463,120.8240443
C A R,BENGUET,,"Sayangan, Paoay, Atok",GOVT,Province,ATOK DISTRICT HOSPITAL,25,Dr. Joseph Giovanni C. Frias,General,Level 1,9209507875,benguet_adh@yahoo.com,NaN,NaN,NaN,ATOK DISTRICT HOSPITAL,"ATOK DISTRICT HOSPITAL, C A R, BENGUET",16.6273252,120.7669795
CAR,BENGUET,,"Km. 5, Pico, La Trinidad, Benguet",GOVT,LGU,BENGUET GENERAL HOSPITAL,150,Dr. Meliarazon F. Dulay,General,Level 2,074-4224722,beghmailadmin@yahoo.com/beghmail@yahoo.com,4225506,NaN,NaN,BENGUET GENERAL HOSPITAL,"BENGUET GENERAL HOSPITAL, CAR, BENGUET",16.4507651,120.5891329
CAR,BENGUET,Baguio City,"Governor Pack Road, Baguio City, Benguet",GOVT,DOH Ret.,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,600,Dr. Ricardo B. Ruñez,General,Level 3,"4424216/6617933
/6617910/661793 3","m/bgh.mcc@gmail.com/bghmc.mcc
@gmail.com","4423809/44
28097",NaN,NaN,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,"BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER, CAR, BENGUET, Baguio City",16.4010493,120.5956618
CAR,IFUGAO,,"Sta. Maria, Alfonso Lista",GOVT,Province,POTIA DISTRICT HOSPITAL,25,Dr. Ceasar L. Sevilleja,General,Level 1,9175741414,doksevilleja@yahoo.com,NaN,NaN,NaN,POTIA DISTRICT HOSPITAL,"POTIA DISTRICT HOSPITAL, CAR, IFUGAO",16.927026,121.4896226
CAR,IFUGAO,,"Bannit St., Mabato-bato, Lamut",GOVT,Province,PANOPDOPAN DISTRICT HOSPITAL,25,Dr. Joel D. Molino,General,Level 1,9267087171,leojonilom1@gmail.com,NaN,NaN,NaN,PANOPDOPAN DISTRICT HOSPITAL,"PANOPDOPAN DISTRICT HOSPITAL, CAR, IFUGAO",16.6776989,121.2021369
C A R,KALINGA,Tabuk City,"Purok 6, Bulanao, Tabuk City",GOVT,Province,KALINGA PROVINCIAL HOSPITAL,100,Dr. Marilyn T. Duyan,General,Level 1,9295886484,kphkalinga_gov@yahoo.com.ph,NaN,NaN,new chief of hosp,KALINGA PROVINCIAL HOSPITAL,"KALINGA PROVINCIAL HOSPITAL, C A R, KALINGA, Tabuk City",17.4097181,121.4399915
C A R,MT. PROV.,,"Upper Caluttit, Bontoc",GOVT,Province,BONTOC GENERAL HOSPITAL,100,Dr. Nenita D. Lizardo,General,Level 1,091843738 3852,bontocgh.18@gmail.com,NaN,NaN,new chief of hosp,BONTOC GENERAL HOSPITAL,"BONTOC GENERAL HOSPITAL, C A R, MT. PROV.",17.0937205,120.9765537
C A R,MT. PROV.,,"Kin- iway, Besao",GOVT,Province,BESAO DISTRICT HOSPITAL,25,Dr. Dolores D. Dicdican,General,Level 1,9298309502,bedh_besao@yahoo.com,NaN,NaN,NaN,BESAO DISTRICT HOSPITAL,"BESAO DISTRICT HOSPITAL, C A R, MT. PROV.",17.0951596,120.8556862
C A R,MT. PROV.,,"Poblacion, Paracelis, Mountain Province",GOVT,Province,PARACELIS DISTRICT HOSPITAL,25,Dr. Presentacion D. Matib,General,Level 1,"09209604047/
091995034 34",p.matib@yahoo.com,NaN,NaN,NaN,PARACELIS DISTRICT HOSPITAL,"PARACELIS DISTRICT HOSPITAL, C A R, MT. PROV.",17.1799334,121.4033836
CAR,MT. PROV.,,"Abatan, Bauko, Mountain Province",GOVT,DOH Ret.,LUIS HORA MEMORIAL REGIONAL HOSPITAL,100,Dr. Eduardo B. Calpito,General,Level 2,"09083605899/092
19779296",lhmrh_doh@yahoo.com,NaN,NaN,inc. in ABC from 75-100,LUIS HORA MEMORIAL REGIONAL HOSPITAL,"LUIS HORA MEMORIAL REGIONAL HOSPITAL, CAR, MT. PROV.",16.9810322,120.8537722
BARMM,BASILAN,"Lamitan City, Basilan","Brgy. Limook, Lamitan City",GOVT,district,EDIBORAH P. YAP MEMORIAL HOSPITAL,25,Dr. Alfonso Bravo,General,Level 1,"9554606820 /
09176335937",ail.com/epymh@yahoo.com,NaN,NaN,NaN,EDIBORAH P. YAP MEMORIAL HOSPITAL,"EDIBORAH P. YAP MEMORIAL HOSPITAL, BARMM, BASILAN, Lamitan City, Basilan",6.6529004,122.1354892
BARMM,MAGUINDANAO,,"Datu Hoffer, Maguindanao",GOVT,DOH-BARMM,MAGUINDANAO PROVINCIAL HOSPITAL,299,Dr. Tahir Sulaik,General,Level 2,NaN,"iphomaguindanao
.mph@gmail.com",NaN,NaN,NaN,MAGUINDANAO PROVINCIAL HOSPITAL,"MAGUINDANAO PROVINCIAL HOSPITAL, BARMM, MAGUINDANAO",6.793361,124.4682746
BARMM,MAGUINDANAO,,"National Highway, Poblacion Buluan, Maguindanao",GOVT,MOH-BARMM,BULUAN DISTRICT HOSPITAL,100,Dr. Elizabeth Samama,General,Level 1,NaN,buluandistricthospital@yahoo.com,NaN,9173155086,NaN,BULUAN DISTRICT HOSPITAL,"BULUAN DISTRICT HOSPITAL, BARMM, MAGUINDANAO",6.723078399999999,124.7977409
BARMM,MAGUINDANAO,,"Dalican,Datu Odin Sinsuat, Maguindanao",GOVT,MOH-BARMM,DINAIG MUNICIPAL HOSPITAL,10,Dr. Samuel Pahm,General,Level 1,NaN,dinaigmunhospital@yahoo.com.ph,NaN,"09176223894/
09176223886",NaN,DINAIG MUNICIPAL HOSPITAL,"DINAIG MUNICIPAL HOSPITAL, BARMM, MAGUINDANAO",7.0241503,124.3117592
BARMM,MAGUINDANAO,,"Rizal St., Brgy. Nuro, North Upi, Maguindanao",GOVT,MOH-BARMM,DATU BLAH T SINSUAT DISTRICT HOSPITAL,10,"Dr. Michael Macion, FPOA",General,Level 1,NaN,com/mae_eam@yahoo.com,NaN,9173087304,NaN,DATU BLAH T SINSUAT DISTRICT HOSPITAL,"DATU BLAH T SINSUAT DISTRICT HOSPITAL, BARMM, MAGUINDANAO",7.030365,124.16472
BARMM,MAGUINDANAO,,"Romongaob,South Upi, Maguindanao",GOVT,MOH-BARMM,SOUTH UPI MUNICIPAL HOSPITAL,10,"Dr. Ester Petilo, DPOGS",General,Level 1,NaN,"Southupi.municipalhospital@yahoo
.com",NaN,9177290335,NaN,SOUTH UPI MUNICIPAL HOSPITAL,"SOUTH UPI MUNICIPAL HOSPITAL, BARMM, MAGUINDANAO",6.8588111,124.1474983
BARMM,LANAO DEL SUR,,"Brg. Mabul, Malabang, Lanao del Sur",GOVT,MOH-BARMM,"DR. SERAPIO B MONTANER JR., AL HAJJ MEMORIAL HOSPITAL",25,"Dr. Romeo G. Montańer MPH, FPCHA, CEO IV",General,Level 1,NaN,dsbmmh1121@gmail.com,NaN,9399399629,NaN,"DR. SERAPIO B MONTANER JR., AL HAJJ MEMORIAL HOSPITAL","DR. SERAPIO B MONTANER JR., AL HAJJ MEMORIAL HOSPITAL, BARMM, LANAO DEL SUR",7.823176,124.4198243
BARMM,LANAO DEL SUR,,"Brgy. Pagalamatan, Binidayan, Lanao del Sur",GOVT,MOH-BARMM,UNAYAN DISTRICT HOSPITAL,10,Dr. Raquilina A. Benito,General,Level 1,NaN,unayanmunicipalhospital@gmail.com,NaN,9177014850,NaN,UNAYAN DISTRICT HOSPITAL,"UNAYAN DISTRICT HOSPITAL, BARMM, LANAO DEL SUR",7.7940266,124.1674949
BARMM,LANAO DEL SUR,,"Brgy. Salipongan, Balindong, Lanao del Sur",GOVT,MOH-BARMM,BALINDONG MUNICIPAL HOSPITAL,10,Dr. Mashiding M. Lomandong,General,Level 1,NaN,alicarima@yahoo.com,NaN,9060327521,NaN,BALINDONG MUNICIPAL HOSPITAL,"BALINDONG MUNICIPAL HOSPITAL, BARMM, LANAO DEL SUR",7.916963999999999,124.200093
BARMM,LANAO DEL SUR,,"Western Wao, Lanao del Sur",GOVT,MOH-BARMM,WAO DISTRICT HOSPITAL,25,Dr. Noeme Requilme,General,Level 1,NaN,oliverferrarez@yahoo.com,NaN,"9399221774/
09198666665",NaN,WAO DISTRICT HOSPITAL,"WAO DISTRICT HOSPITAL, BARMM, LANAO DEL SUR",7.6382916,124.7219276
BARMM,LANAO DEL SUR,,"Brgy. Picarabawan, Tamparan, Lanao del Sur",GOVT,MOH-BARMM,TAMPARAN DISTRICT HOSPITAL,25,Dr. Potri Ali Disomamba,General,Level 1,NaN,sw8tmay09@gmail.com,NaN,"9177166443/
09173270773",NaN,TAMPARAN DISTRICT HOSPITAL,"TAMPARAN DISTRICT HOSPITAL, BARMM, LANAO DEL SUR",7.8725206,124.3365882
BARMM,SULU,,"Brgy. Asturias, Jolo, Sulu",GOVT,MOH-BARMM,SULU PROVINCIAL HOSPITAL,100,Dr. Farah Tan- Omar,General,Level 1,NaN,sphcl2016@gmail.com,NaN,9173010266,NaN,SULU PROVINCIAL HOSPITAL,"SULU PROVINCIAL HOSPITAL, BARMM, SULU",6.0466105,121.0016102
BARMM,SULU,,"Brgy. Kanaway, Parang, Sulu",GOVT,MOH-BARMM,PARANG DISTRICT HOSPITAL,25,"Dr. Hja Sharifa Jubaira
A. Isnain MPH",General,Level 1,NaN,pdhnagmamahal@gmail.com,NaN,9173264512,NaN,PARANG DISTRICT HOSPITAL,"PARANG DISTRICT HOSPITAL, BARMM, SULU",5.918288,120.916028
BARMM,SULU,,"Al-layon St., Tubig Putih, Luuk",GOVT,MOH-BARMM,LUUK DISTRICT HOSPITAL,25,Dr. Ajiron Hajiron,General,Level 1,NaN,il.com/luuk_dh@yahoo.com.ph,NaN,9061717054,NaN,LUUK DISTRICT HOSPITAL,"LUUK DISTRICT HOSPITAL, BARMM, SULU",5.9662041,121.3198491
BARMM,SULU,,"Brgy. Campo Islam, Siasi, Sulu",GOVT,MOH-BARMM,SIASI DISTRICT HOSPITAL,25,Dr. Nasser Tillah,General,Level 1,9177225581,sdhospital_1973@yahoo.com,NaN,NaN,NaN,SIASI DISTRICT HOSPITAL,"SIASI DISTRICT HOSPITAL, BARMM, SULU",5.5418749,120.8178814
BARMM,TAWI- TAWI,,"Brgy. Lamion, Bongao, Tawi- Tawi",GOVT,MOH-BARMM,DATU HALUN SAKILAN MEMORIAL HOSPITAL,50,"Dr. Sangkula G. Laja, MPH, CESE, CSEE",General,Level 1,NaN,om/tawitawiipho@gmail.com,NaN,9999907055,NaN,DATU HALUN SAKILAN MEMORIAL HOSPITAL,"DATU HALUN SAKILAN MEMORIAL HOSPITAL, BARMM, TAWI- TAWI",5.0258106,119.7764414
BARMM,TAWI- TAWI,,"Brgy. Poblacion Sapa Sapa, Tawi Tawi",GOVT,MOH-BARMM,TUAN LIGADDUNG LIPAE MEMORIAL HOSPITAL,20,Dr. Moh Ali A. Burahim,General,Level 1,NaN,tllmhdoharmm@yahoo.com,NaN,9177132712,NaN,TUAN LIGADDUNG LIPAE MEMORIAL HOSPITAL,"TUAN LIGADDUNG LIPAE MEMORIAL HOSPITAL, BARMM, TAWI- TAWI",41.6909587,-88.0505969
CARAGA,AGUSAN DEL SUR,,"Patin-ay, Prosperidad, Agusan del Sur",GOVT,Province,D.O. PLAZA MEMORIAL HOSPITAL,100,Dr. Maria Virginia F. Abacajen,General,Level 2,3437441 loc 106/8395432,dopmhhospital@yahoo.com,NaN,NaN,NaN,D.O. PLAZA MEMORIAL HOSPITAL,"D.O. PLAZA MEMORIAL HOSPITAL, CARAGA, AGUSAN DEL SUR",8.546176899999999,125.9415519
CARAGA,AGUSAN DEL SUR,,"Bunawan, Agusan del Sur",GOVT,Province,BUNAWAN DISTRICT HOSPITAL,50,Dr. Elmore Lumpay,General,Level 1,NaN,NaN,NaN,NaN,NaN,BUNAWAN DISTRICT HOSPITAL,"BUNAWAN DISTRICT HOSPITAL, CARAGA, AGUSAN DEL SUR",8.1758147,125.9965378
CARAGA,AGUSAN DEL SUR,,"San Isidro, Talacogon, Agusan del Sur",GOVT,Province,TALACOGON DISTRICT HOSPITAL,30,Dr. Rolly Boy T. Dacera,General,Level 1,NaN,NaN,NaN,NaN,NaN,TALACOGON DISTRICT HOSPITAL,"TALACOGON DISTRICT HOSPITAL, CARAGA, AGUSAN DEL SUR",8.4548662,125.7820672
CARAGA,AGUSAN DEL NORTE,Butuan City,"Km. 5, Baan, Butuan City",GOVT,City,BUTUAN MEDICAL CENTER,150,Dr. Andre C. Malbas-Oic,General,Level 2,"085-
3427997/8170625",butuanmedicalcenter@yahoo.com,NaN,NaN,NaN,BUTUAN MEDICAL CENTER,"BUTUAN MEDICAL CENTER, CARAGA, AGUSAN DEL NORTE, Butuan City",8.9619431,125.5860993
CARAGA,AGUSAN DEL NORTE,Butuan City,"Libertad, Butuan City",GOVT,Province,AGUSAN DEL NORTE PROVINCIAL HOSPITAL,100,"Dr. Odelio Y. Ferrer, MBA-HA, FICS, FMAS",General,Level 1,8173390,NaN,NaN,NaN,NaN,AGUSAN DEL NORTE PROVINCIAL HOSPITAL,"AGUSAN DEL NORTE PROVINCIAL HOSPITAL, CARAGA, AGUSAN DEL NORTE, Butuan City",8.9480759,125.5054903
CARAGA,SURIGAO DEL SUR,,"Hinatuan, Surigao del Sur",GOVT,Province,HINATUAN DISTRICT HOSPITAL,25,Dr. Danilo J. Viola,General,Level 1,853-51-12/ 52-46,NaN,NaN,NaN,NaN,HINATUAN DISTRICT HOSPITAL,"HINATUAN DISTRICT HOSPITAL, CARAGA, SURIGAO DEL SUR",8.366020599999999,126.333659
CARAGA,SURIGAO DEL SUR,,"Madrid, Surigao del Sur",GOVT,Province,MADRID DISTRICT HOSPITAL,25,Dr. Algerico H. Irizari,General,Level 1,NaN,NaN,NaN,NaN,NaN,MADRID DISTRICT HOSPITAL,"MADRID DISTRICT HOSPITAL, CARAGA, SURIGAO DEL SUR",9.2657668,125.9620098
CARAGA,SURIGAO DEL SUR,,"Lianga, Surigao del Sur",GOVT,Province,LIANGA DISTRICT HOSPITAL,25,"Dr. Josenita C. Quisil, MCH",General,Level 1,853-52-22,NaN,NaN,NaN,NaN,LIANGA DISTRICT HOSPITAL,"LIANGA DISTRICT HOSPITAL, CARAGA, SURIGAO DEL SUR",8.6278638,126.0899457
CARAGA,SURIGAO DEL SUR,Bislig City,"National Hiway, Bislig City",GOVT,Province,BISLIG DISTRICT HOSPITAL,50,Dr. Elenila I. Jakosalem,General,Level 1,853-60-08,NaN,NaN,NaN,NaN,BISLIG DISTRICT HOSPITAL,"BISLIG DISTRICT HOSPITAL, CARAGA, SURIGAO DEL SUR, Bislig City",8.2158865,126.3095838
CARAGA,SURIGAO DEL SUR,Tandag City,"Capitol Hills, Telaje, Tandag City, Surigao del Sur",GOVT,DOH Ret,ADELA SERRA TY MEMORIAL MEDICAL CENTER,200,Dr. Janice V. Pagaran- Alcordo,General,Level 2,"086-
2113700/2115511",astmmc_doh13@live.com.ph,"086-
2113700",NaN,NaN,ADELA SERRA TY MEMORIAL MEDICAL CENTER,"ADELA SERRA TY MEMORIAL MEDICAL CENTER, CARAGA, SURIGAO DEL SUR, Tandag City",9.0685504,126.1903864
CARAGA,SURIGAO DEL NORTE,,"Brgy. Sta. Cruz, Placer, Surigao del Norte",GOVT,Province,SURIGAO DEL NORTE PROVINCIAL HOSP.,50,Dr. Chloe C. Digal,General,Level 1,"826-53-25/ 826-02
25",NaN,NaN,NaN,NaN,SURIGAO DEL NORTE PROVINCIAL HOSP.,"SURIGAO DEL NORTE PROVINCIAL HOSP., CARAGA, SURIGAO DEL NORTE",9.632714199999999,125.561513
CARAGA,SURIGAO DEL NORTE,Surigao City,"Rizal St., Surigao City",GOVT,DOH Ret.,CARAGA REGIONAL HOSPITAL,150,Dr. Cheryl A. Gotinga,General,Level 2,"086-
8262459/0930536
3111/0917326887
1",caragahospital@gmail.com,NaN,NaN,NaN,CARAGA REGIONAL HOSPITAL,"CARAGA REGIONAL HOSPITAL, CARAGA, SURIGAO DEL NORTE, Surigao City",9.784373,125.490032
ILOCOS,ILOCOS NORTE,,"29 Bonoan St., Barangay 2, San Nicolas, Ilocos Norte",PVT,NaN,"THE BLACK NAZARENE HOSPITAL, INC.",48,Dr. Jonathan G. Noble,General,Level 2,"077-
7731757/0920955
6675",1296@yahoo.com/theblacknazarenehospitalinc@gmai,7731757,NaN,increase in ABC from 18 to 48 1/25/2021,"THE BLACK NAZARENE HOSPITAL, INC.","THE BLACK NAZARENE HOSPITAL, INC., ILOCOS, ILOCOS NORTE",18.173803,120.592644
