,REGION,PROVINCE,CITY,LOCATION,OWNERSHIP CLASS.,,NAME OF HOSPITAL,ABC,MEDICAL DIRECTOR/ CHIEF OF HOSPITAL,CLASS,SERVCE CAPABILI TY,CONTACT NOS.,E-MAIL ADDRESS,FAX NO.,MOBILE NO.,REMARKS,Actual Hospital Name
342,SOCCSKSARGEN,NORTH COTABATO,,"Rosal St., Pob. Carmen, Cotabato",GOVT,Municipal,CARMEN MUNICIPAL HOSPITAL,24,"Dr. Nereo A. Ocsio, MHcA",General,Level 1,,carmenmunicipal hospital@gmail.c om,,9063346570,,CARMEN MUNICIPAL HOSPITAL
343,SOCCSKSARGEN,NORTH COTABATO,Kidapawan City,"Amas, Kidapawan City, Cotabato",GOVT,Province,COTABATO PROVINCIAL HOSPITAL,50,"Dr. Joel Nelton V. Sungcad, MBA-HA",General,Level 1,(064) 572-5010,cotabato.prov.hos pital@gmail.com,,,,COTABATO PROVINCIAL HOSPITAL
344,SOCCSKSARGEN,NORTH COTABATO,,"Rizal St., Pob. B, Mlang Cotabato",GOVT,Municipal,MLANG DISTRICT HOSP.,18,"Dr. Lilian A. Roldan, MBA-HA",General,Level 1,(064) 572-0177,mlangdistrict@ya hoo.com,,,,MLANG DISTRICT HOSP.
345,SOCCSKSARGEN,NORTH COTABATO,,"USM Compound, Kabacan, Cotabato",GOVT,School,UNIVERSITY OF SOUTHERN MINDANAO(USM) HOSP.,25,Dr. Deodatu R. Garcia,General,Level 1,064-572-2934,usmhospital1979 @yahoo.com,,,70-25,UNIVERSITY OF SOUTHERN MINDANAO(USM) HOSP.
346,SOCCSKSARGEN,NORTH COTABATO,,"Poblacion, Midsayap, North Cotabato",GOVT,Province,DR. AMADO B. DIAZ PROVINCIAL HOSPITAL,50,"Dr. Rosario Isabel P. Pader, MBA-HA, FPCHA",General,Level 1,064-521-4161,dadphf@yahoo.co m,,,,DR. AMADO B. DIAZ PROVINCIAL HOSPITAL
347,SOCCSKSARGEN,MAGUINDANAO,"Sultan Kudarat, Maguindano","Brgy. Ungap Pinaring, Sultan Kudarat, Maguindanao",GOVT,DOH-RET,COTABATO SANITARIUM,140,"Dr. Ibrahim V. Pangato, Jr., FPSMSI",General,Level 1,(064) 429-0082,cotsan1936@g mail.com,,,,COTABATO SANITARIUM
348,SOCCSKSARGEN,SULTAN KUDARAT,,"National Highway, Kalawag III, Isulan, Sultan Kudarat",GOVT,Province,SULTAN KUDARAT PROVINCIAL HOSPITAL,200,"Dr. Isaias S. De Peralta,Jr.",General,Level 2,"064-201-4259 /
064-201-4257",skph12sulkud@ya hoo.com,,,,SULTAN KUDARAT PROVINCIAL HOSPITAL
349,NCR,,Caloocan City,"St. Joseph Avenue (Dr. Uyguanco Street), Tala, Caloocan City",GOVT,DOH Ret.,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL AND SANITARIUM,200,"Dr. Alfonso Victorino H. Famaran, Jr..",General,Level 3,"2942571-73 loc
127",djnrmh2003@yah oo.com,9628209,,"200 + 1,900
sanitarium",DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL AND SANITARIUM
350,NCR,,Caloocan City,"450 a. Mabini St., Caloocan City",GOVT,LGU,CALOOCAN CITY MEDICAL CENTER,82,Dr. Madelyn Grace N. Ronan,General,Level 1,"310-7925/310-
7922","ccmc2013@yahoo
.com",,,,CALOOCAN CITY MEDICAL CENTER
351,NCR,,Las Piñas City,"Bernabe Compound, Pulanglupa, Las Piñas City",GOVT,DOH-RET,LAS PIÑAS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER,200,"Dr. Rodrigo H. Hao, OIC",General,Level 3,"02-
8720509/8730556",,8730557,,upgraded from Level 2 to Level 3,LAS PIÑAS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER
352,NCR,,Malabon City,"F. Sevilla Boulevard, Tañong, Malabon City",GOVT,LGU,OSPITAL NG MALABON,34,"Dr. JENNIFER JANE L. AMOLO-LIM, MMHoA",General,Level 1,518-8602 loc 400,ospitalngmalabon @yahoo.com,,,,OSPITAL NG MALABON
353,NCR,,Malabon City,"O. Reyes St., Rosita Subdivision, Santulan, Malabon City",GOVT,DOH-RET,SAN LORENZO RUIZ WOMEN'S HOSPITAL,10,"Dr. Marilou T. Nery, MPH",General,Level 1,2944853 to 55,slrwh_malabon@ yahoo.com,,,,SAN LORENZO RUIZ WOMEN'S HOSPITAL
354,NCR,,Manila,"Lope de Vega St., Sta. Cruz, Manila",GOVT,DOH Ret.,DR. JOSE FABELLA MEMORIAL HOSPITAL,700,Dr. Esmeraldo T. Ilem,Specialty,Level 3,7345561-65,"rfloresmcc2@yah oo.com/docmeng
_ph@yahoo.com",,,,DR. JOSE FABELLA MEMORIAL HOSPITAL
355,NCR,,Manila,"San Lazaro Compound, Rizal Avenue, Sta. Cruz, Manila",GOVT,DOH Ret.,JOSE R. REYES MEMORIAL MEDICAL CENTER,450,"Dr. Emamanuel F. Montaña, Jr.",General,Level 3,87119491-98,josereyesmedical @yahoo.com/jrrm mc_ccs@yahoo.c om.ph,,,,JOSE R. REYES MEMORIAL MEDICAL CENTER
356,NCR,,Manila,"Quiricada St., Sta. Cruz, Manila",GOVT,DOH Ret.,SAN LAZARO HOSPITAL,500,Dr. Edmundo B. Lopez,Specialty,Level 3,3099552,,,,,SAN LAZARO HOSPITAL
357,NCR,,Manila,"Honorio Lopez Boulevard., Balut, Tondo, Manila",GOVT,DOH-RET,TONDO MEDICAL CENTER,252,Dr. Maria Isabelita M. Estrella,General,Level 3,"5229244/5221174
/8659000/252866 1",tmcmcc2015@yah oo.com,2528661,,200-252,TONDO MEDICAL CENTER
358,NCR,,Manila,"Taft Avenue, Ermita, Manila",GOVT,Univ. of the Phils.,UP-PHILIPPINE GENERAL HOSPITAL,1334,Dr. Gerardo D. Legaspi,General,Level 3,5548450/5548400,pgh_director@ya hoo.com/od_uppg h@edu.ph,,,,UP-PHILIPPINE GENERAL HOSPITAL
359,NCR,,Manila,"8001 Delpan St., Tondo, Manila",GOVT,LGU,GAT ANDRES BONIFACIO MEMORIAL MEDICAL CENTER,150,"Dr. Teodoro E. Martin, FPPS",General,Level 1,"243-8845 local
2003",gatandresbonifaci ommc@ymail.com,,,,GAT ANDRES BONIFACIO MEMORIAL MEDICAL CENTER
360,NCR,,Manila,"Jose Abad Santos Avenue, Tondo, Manila",GOVT,LGU,OSPITAL NG TONDO,50,DR. MYRNA LACSON- PALOMA,General,Level 1,"2523942 /
2519402 /
2519406",ospitalngtondo_o nt@yahoo.com,,,,OSPITAL NG TONDO
361,NCR,,Manila,"Numancia St., Binondo, Manila",GOVT,LGU,JUSTICE JOSE ABAD SANTOS GENERAL HOSPITAL,150,Dr. Merle Sacdalan- Faustino,General,Level 1,"3536995 to
97/3537001",justicejasgen.offic ial@yahoo.com,"3536995
fax",,,JUSTICE JOSE ABAD SANTOS GENERAL HOSPITAL
362,NCR,,Manila,"New Panaderos St., Sta. Ana, Manila",GOVT,City,STA. ANA HOSPITAL,300,Dr. Grace H. Padilla,General,Level 2,"5166151-53 LOC
207/5166790/851
68435",staanahospital@y ahoo.com,,,,STA. ANA HOSPITAL
363,NCR,,Manila,"Pres. Quirino Avenue, cor. Roxas Blvd., Malate, Manila",GOVT,City,OSPITAL NG MAYNILA MEDICAL CENTER,300,Dr. Rachel S. Mariñas,General,Level 3,5246063-69,ommc_a@yahoo.c om,,,,OSPITAL NG MAYNILA MEDICAL CENTER
364,NCR,,Manila,"677 Geronimo St., cor. Carola St., Sampaloc, Manila",GOVT,LGU,OSPITAL NG SAMPALOC,50,"DR. Aileen A. Lacsamana, FPPS",General,Level 1,7490217/7490207,ospitalngsampalo c1994@gmail.com,,,,OSPITAL NG SAMPALOC
365,NCR,,Mandaluyong City,"#9 De Febrero St., Mandaluyong City",GOVT,DOH Ret.,NATIONAL CENTER FOR MENTAL HEALTH,4200,Dr. Roland L. Cortez,Specialty,Level 3,"5319001-
09/5318682",mcc@ncmh.gov.p h,5318682,,,NATIONAL CENTER FOR MENTAL HEALTH
366,NCR,,Mandaluyong City,"605 Boni Avenue, Mandaluyong City",GOVT,City,MANDALUYONG CITY MEDICAL CENTER,150,Dr. Zaldy R. Carpeso,General,Level 2,6544363/5322781,mandaluyongcity medicalcenter@ya hoo.com/mcmc.m andaluyong@gma il.com,,,,MANDALUYONG CITY MEDICAL CENTER
367,NCR,,Makati City,"Sampaguita St. cor. Gumamela St., Brgy. Pembo, Makati City",GOVT,City,OSPITAL NG MAKATI,300,Dr. Vergel P. Binay,General,Level 3,8826316 loc 410,osmak.qa@gmail. com/osmakquality assurance@yaho o.com.ph,8826316,,,OSPITAL NG MAKATI
368,NCR,,Marikina City,"Sumulong Highway, Brgy. Sto. Niño, Marikina City",GOVT,DOH Ret.,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,300,Dr. Imelda M. Mateo,General,Level 3,9420245/9415854,"amangrod@yahoo
.com",9420245,,,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER
369,NCR,,Muntinlupa City,"Civic Drive, Filinvest Corporate City, Alabang, Muntinlupa City",GOVT,City,OSPITAL NG MUNTINLUPA,206,"Atty. Edwin L. Dimatatac, Md",General,Level 3,7710457 to 63,ospital.ngmuntinl upa@yahoo.com,,,,OSPITAL NG MUNTINLUPA
370,NCR,,Muntinlupa City,"Filinvest Corporate City, Alabang, Muntinlupa City",GOVT,DOH Ret.,RESEARCH INSTITUTE FOR TROPICAL MEDICINE,50,Dr. Cecilia C. Carlos,Specialty,Level 3,"8072628-
31/8072632",www.ritm.gov.ph,8422245,,,RESEARCH INSTITUTE FOR TROPICAL MEDICINE
371,NCR,,Navotas City,"M. Naval St., Brgy. San Jose, Navotas City",GOVT,LGU,NAVOTAS CITY HOSPITAL,50,"Dr. Christia Padolina, FPOGS",General,Level 1,374-4317,chezcagarcia@gm ail.com,,,,NAVOTAS CITY HOSPITAL
372,NCR,,Parañaque City,"0440 Quirino Ave., La Huerta, Parañaque City",GOVT,LGU,OSPITAL NG PARAÑAQUE,50,Dr. Jefferson R. Pagsisihan,General,Level 1,8254902/8264060,ospitalngparanaq ue@yahoo.com,,,,OSPITAL NG PARAÑAQUE
373,NCR,,Pasay City,"Gozar St., Colonel Jesus Villamor Air Base, Pasay City",GOVT,PAF,AIR FORCE GENERAL HOSPITAL,100,Ltc Nelson V. Posadas,General,Level 2,8535056/8546701,afghopn@yahoo.c om,"8535043/53
86701 loc
4613",,,AIR FORCE GENERAL HOSPITAL
374,NCR,,Pasay City,"P. Burgos St., Pasay City",GOVT,City,PASAY CITY GENERAL HOSPITAL,150,Dr. Marilou Lupisan- Ocampo,General,Level 3,"8336022/8313285
/5513735",pcgh.coh@gmail. com/pcghhopss@ gmail.com,5513735,,,PASAY CITY GENERAL HOSPITAL
375,NCR,,Pasig City,"Industria St. cor. Alcalde Jose St., Kapasigan, Pasig City",GOVT,City,PASIG CITY CHILDREN’S HOSPITAL – CHILD’S HOPE,64,Dr. Joselito T. Morete,Specialty- Pediatric Only,Level 2,6432222,pcchnso@yahoo. com,,,,PASIG CITY CHILDREN’S HOSPITAL – CHILD’S HOPE
376,NCR,,Pasig City,"Pasig Boulevard, Bagong Ilog, Pasig City",GOVT,DOH Ret.,RIZAL MEDICAL CENTER,300,Dr. Relito M. Saquilayan,General,Level 3,865-5840099,rizalmedicalcenter @gmail.com,6719616,,,RIZAL MEDICAL CENTER
377,NCR,,Pasig City,"M. Eusebio Avenue, Maybunga, Pasig City",GOVT,City,PASIG CITY GENERAL HOSPITAL,200,"Dr. Paulo Roman A. Castro, Jr.",General,Level 3,"6247381/6427380
/6433333","www.pasigcitygen
.org.",6427380,,,PASIG CITY GENERAL HOSPITAL
378,NCR,,Quezon City,"North Avenue, Diliman, Quezon City",GOVT,DND,VETERANS MEMORIAL MEDICAL CENTER,766,"Dr. Dominador M. Chiong, Jr.",General,Level 3,9202487/9271250,veteransmed@gm ail.com,"9202487/92
71250",,,VETERANS MEMORIAL MEDICAL CENTER
379,NCR,,Quezon City,"East Avenue, Diliman, Quezon City",GOVT,,PHILIPPINE HEART CENTER,454,Dr. Joel M. Abanilla,Specialty,Level 3,9252401 loc 3200,"director@phc.gov
.ph/adas@phc.go v.ph",local 3259,,,PHILIPPINE HEART CENTER
380,NCR,,Quezon City,"East Avenue, Diliman, Quezon City",GOVT,,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,315,Dr. Rose Marie O. Rosete-Liquete,Specialty,Level 3,9810300/400,pro@nkti.gov.ph,"9225608/92
40701",,,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE
381,NCR,,Quezon City,"Quezon Avenue corner Agham Road, Diliman, Quezon City",GOVT,,PHILIPPINE CHILDREN’S MEDICAL CENTER,200,Dr. Julius A. Lecciones,Specialty,Level 3,"02-
9246601/5889900
/9240836",hiss@pcmc.gov.p h/officeofthedirect or@pcmc.gov.ph,"9240887/92
40840",,,PHILIPPINE CHILDREN’S MEDICAL CENTER
382,NCR,,Quezon City,"V. Luna Road, Quezon City",GOVT,AFP,VICTORIANO LUNA MEDICAL CENTER,1200,Col. Eugenia E. Mendoza,General,Level 3,"4262701/4262714
/9211774",registrar.afpmc@ gmail.com/himdul mc@gmail.com/hi mvlmc@gmail.co m,9249726,,,VICTORIANO LUNA MEDICAL CENTER
383,NCR,,Quezon City,"East Avenue, Quezon City",GOVT,DOH Ret.,EAST AVENUE MEDICAL CENTER,600,Dr. Alfonso G. Nuñez,General,Level 3,02-9280611-24 loc 201/9292031,eamc.info@gmail. com/do.eamc.doh @gmail.com,02-4264405,,,EAST AVENUE MEDICAL CENTER
384,NCR,,Quezon City,"Ma. Clara St. cor. Banawe St., Quezon City",GOVT,DOH Ret.,PHILIPPINE ORTHOPEDIC CENTER,700,Dr. Jose S. Pujalte,Specialty,Level 3,"02-
7320454/7124601",poc.medicalcenter chief@gmail.com,,,,PHILIPPINE ORTHOPEDIC CENTER
385,NCR,,Quezon City,"Seminary Road, EDSA, Quezon City",GOVT,City,QUEZON CITY GENERAL HOSPITAL,250,Dr. Josephine B. Sabando,General,Level 3,"4261383/4261321
/8630800/863089 0",jobsaando@yaho o.com/jobsamd@ yahoo.com/qcghd o@gmail.com,9207081,,,QUEZON CITY GENERAL HOSPITAL
386,NCR,,Quezon City,"Quezon Avenue, Quezon City",GOVT,,LUNG CENTER OF THE PHILIPPINES,210,"Dr. Vincent M. Balanag, Jr.",Specialty,Level 3,"9246101-20  loc
4001/4003",lcpdirector01@gm ail.com,"9246101
loc 251",,,LUNG CENTER OF THE PHILIPPINES
387,NCR,,Quezon City,"#226 E. Rodriguez Sr. Boulevard, Quezon City",GOVT,DOH Ret.,NATIONAL CHILDREN’S HOSPITAL,250,Dr. Epifania S. Simbul,Specialty,Level 3,7240656-59,nch.doh@gmail.c om,7240656,,,NATIONAL CHILDREN’S HOSPITAL
388,NCR,,Quezon City,"Katipunan Road, Project 4, Quezon City",GOVT,DOH-Ret,QUIRINO MEMORIAL MEDICAL CENTER,460,Dr. Evelyn Victoria E. Reside,General,Level 3,"4212250 to 61
loc 7008 or 8090/9134758",qmmc_doh@yaho o.com,,,,QUIRINO MEMORIAL MEDICAL CENTER
389,NCR,,Quezon City,"Camp Crame, Quezon City",GOVT,PNP,PNP GENERAL HOSPITAL,176,Pcol Reimound C. Sales,General,Level 2,"7220670/5348531
/5348551/723040
1 loc 3487/4143943",pnpghphilhealths ection@gmail.co m,,,,PNP GENERAL HOSPITAL
390,NCR,,Quezon City,"Quirino Highway, San Bartolome, Novaliches, Quezon City",GOVT,LGU,NOVALICHES DISTRICT HOSPITAL,30,"Dr. Luzviminda S. Kwong, FPSA",General,Level 1,"9365031 /
4177233",ndhpersonnel@y mail.com,,,,NOVALICHES DISTRICT HOSPITAL
391,NCR,,Quezon City,"IBP Road, Batasan Hills, District 2, Quezon City",GOVT,City,ROSARIO MACLANG BAUTISTA GENERAL HOSPITAL,107,Dr. Richard Joseph Cabotage,General,Level 2,02-84511567,rmbgh@quezoncit y.gov.ph,,,upgraded from Level 1 to Level 2,ROSARIO MACLANG BAUTISTA GENERAL HOSPITAL
392,NCR,,San Juan City,"N. Domingo St., San Juan City",GOVT,LGU,SAN JUAN MEDICAL CENTER,150,Dr. Joseph M. Acosta,General,Level 1,7259804/7249948,sanjuan.medicalc enter@yahoo.com,,,,SAN JUAN MEDICAL CENTER
393,NCR,,Taguig City,"Fort Andres Bonifacio, Taguig City",GOVT,AFP,ARMY GENERAL HOSPITAL,200,Col Joel Enrico N. Anastacio MC (GSC)PA,General,Level 1,"8459555 loc.
4600, 4601, 4670
Fax 4650",aghoperations@g mail.com,,,,ARMY GENERAL HOSPITAL
394,NCR,,Taguig City,"Naval Station, Jose Francisco, Fort Bonifacion, Taguig City",GOVT,AFP (Navy),MANILA NAVAL HOSPITAL,65,"LTC PURA LYN P. EPRES, MC (GSC)",General,Level 1,8928261/9356629,mnh.h3operation @gmail.com,,,,MANILA NAVAL HOSPITAL
395,NCR,,Taguig City,"East Service Road, Western Bicutan, Taguig
City",GOVT,LGU,TAGUIG-PATEROS DISTRICT HOSPITAL,110,Dr. Anna Ritchie Quilatan,General,Level 1,8383485,"taguigpaterosdist ricthospital@ymai
l.com",,,,TAGUIG-PATEROS DISTRICT HOSPITAL
396,NCR,,Valenzuela City,"Padrigal St., Karuhatan, Valenzuela City",GOVT,DOH Ret.,VALENZUELA MEDICAL CENTER,150,Dr. Maria Estrella B. Litam,General,Level 3,2946711,valgen_hosp@ya hoo.com,2914259,,,VALENZUELA MEDICAL CENTER
397,C A R,ABRA,,"Barangay Calaba, Bangued",GOVT,Province,ABRA PROVINCIAL HOSPITAL,100,Dr. Rosauro Vincent P. Seares,General,Level 1,"752-5693 / 752-
7510",abraprovincialhos pital@yahoo.com. ph,,,dec. ABC 155-100,ABRA PROVINCIAL HOSPITAL
398,C A R,APAYAO,,"Ripang, Conner",GOVT,DOH-RET,CONNER DISTRICT HOSPITAL,25,Dr. Nelson O. Rigor,General,Level 1,"09952093932 /
09217179232",connerdistricthos pital@yahoo.com,,,,CONNER DISTRICT HOSPITAL
399,C A R,APAYAO,,"Quirino, Luna, Apayao",GOVT,DOH-RET,FAR NORTH LUZON GENERAL HOSPITAL & TRAINING CENTER,100,Dr. Marlene Libatique- Lubo,General,Level 1,91644665 09,fnlghtc@yahoo.co m.ph,,,,FAR NORTH LUZON GENERAL HOSPITAL & TRAINING CENTER
400,C A R,BENGUET,,"Daclan, Bokod",GOVT,Province,DENNIS MOLINTAS DISTRICT HOSPITAL,10,Dr. Tricia Hazel Panangwe,General,Level 1,9082902428,dmmhbenguet@g mail.com,,,,DENNIS MOLINTAS DISTRICT HOSPITAL
401,C A R,BENGUET,,"Sayangan, Paoay, Atok",GOVT,Province,ATOK DISTRICT HOSPITAL,25,Dr. Joseph Giovanni C. Frias,General,Level 1,9209507875,benguet_adh@ya hoo.com,,,,ATOK DISTRICT HOSPITAL
402,CAR,BENGUET,,"Km. 5, Pico, La Trinidad, Benguet",GOVT,LGU,BENGUET GENERAL HOSPITAL,150,Dr. Meliarazon F. Dulay,General,Level 2,074-4224722,beghmailadmin@ yahoo.com/begh mail@yahoo.com,4225506,,,BENGUET GENERAL HOSPITAL
403,CAR,BENGUET,Baguio City,"Governor Pack Road, Baguio City, Benguet",GOVT,DOH Ret.,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,600,Dr. Ricardo B. Ruñez,General,Level 3,"4424216/6617933
/6617910/661793 3","m/bgh.mcc@gmai l.com/bghmc.mcc
@gmail.com","4423809/44
28097",,,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER
,CAR,IFUGAO,,"Sta. Maria, Alfonso Lista",GOVT,Province,POTIA DISTRICT HOSPITAL,25,Dr. Ceasar L. Sevilleja,General,Level 1,9175741414,doksevilleja@yah oo.com,,,,POTIA DISTRICT HOSPITAL
404,,,,,,,,,,,,,,,,,
405,CAR,IFUGAO,,"Bannit St., Mabato-bato, Lamut",GOVT,Province,PANOPDOPAN DISTRICT HOSPITAL,25,Dr. Joel D. Molino,General,Level 1,9267087171,leojonilom1@gma il.com,,,,PANOPDOPAN DISTRICT HOSPITAL
406,C A R,KALINGA,Tabuk City,"Purok 6, Bulanao, Tabuk City",GOVT,Province,KALINGA PROVINCIAL HOSPITAL,100,Dr. Marilyn T. Duyan,General,Level 1,9295886484,kphkalinga_gov@ yahoo.com.ph,,,new chief of hosp,KALINGA PROVINCIAL HOSPITAL
407,C A R,MT. PROV.,,"Upper Caluttit, Bontoc",GOVT,Province,BONTOC GENERAL HOSPITAL,100,Dr. Nenita D. Lizardo,General,Level 1,091843738 3852,bontocgh.18@ gmail.com,,,new chief of hosp,BONTOC GENERAL HOSPITAL
408,C A R,MT. PROV.,,"Kin- iway, Besao",GOVT,Province,BESAO DISTRICT HOSPITAL,25,Dr. Dolores D. Dicdican,General,Level 1,9298309502,bedh_besao@yah oo.com,,,,BESAO DISTRICT HOSPITAL
409,C A R,MT. PROV.,,"Poblacion, Paracelis, Mountain Province",GOVT,Province,PARACELIS DISTRICT HOSPITAL,25,Dr. Presentacion D. Matib,General,Level 1,"09209604047/
091995034 34",p.matib@yahoo.c om,,,,PARACELIS DISTRICT HOSPITAL
410,CAR,MT. PROV.,,"Abatan, Bauko, Mountain Province",GOVT,DOH Ret.,LUIS HORA MEMORIAL REGIONAL HOSPITAL,100,Dr. Eduardo B. Calpito,General,Level 2,"09083605899/092
19779296",lhmrh_doh@yaho o.com,,,inc. in ABC from 75-100,LUIS HORA MEMORIAL REGIONAL HOSPITAL
411,BARMM,BASILAN,"Lamitan City, Basilan","Brgy. Limook, Lamitan City",GOVT,district,EDIBORAH P. YAP MEMORIAL HOSPITAL,25,Dr. Alfonso Bravo,General,Level 1,"9554606820 /
09176335937",ail.com / epymh@yahoo.co m,,,,EDIBORAH P. YAP MEMORIAL HOSPITAL
412,BARMM,MAGUINDANAO,,"Datu Hoffer, Maguindanao",GOVT,DOH-BARMM,MAGUINDANAO PROVINCIAL HOSPITAL,299,Dr. Tahir Sulaik,General,Level 2,,"iphomaguindanao
.mph@gmail.com",,,,MAGUINDANAO PROVINCIAL HOSPITAL
413,BARMM,MAGUINDANAO,,"National Highway, Poblacion Buluan, Maguindanao",GOVT,MOH-BARMM,BULUAN DISTRICT HOSPITAL,100,Dr. Elizabeth Samama,General,Level 1,,buluandistricthos pital@yahoo.com,,9173155086,,BULUAN DISTRICT HOSPITAL
,,,,"Brgy. Awang, Datu Odin Sinsuat, Maguindanao",,,CAMP SIONGCO STATION HOSPITAL,,"Dr. Himaya Matas MC, PA",,,,cssh_sixid@yaho o.com,,,,CAMP SIONGCO STATION HOSPITAL
414,BARMM,MAGUINDANAO,,,GOVT,DND,,50,,General,Level 1,,,,9176316869,,
415,BARMM,MAGUINDANAO,,"Dalican,Datu Odin Sinsuat, Maguindanao",GOVT,MOH-BARMM,DINAIG MUNICIPAL HOSPITAL,10,Dr. Samuel Pahm,General,Level 1,,dinaigmunhospita l@yahoo.com.ph,,"09176223894/
09176223886",,DINAIG MUNICIPAL HOSPITAL
416,BARMM,MAGUINDANAO,,"Rizal St., Brgy. Nuro, North Upi, Maguindanao",GOVT,MOH-BARMM,DATU BLAH T SINSUAT DISTRICT HOSPITAL,10,"Dr. Michael Macion, FPOA",General,Level 1,,com / mae_eam@yahoo. com,,9173087304,,DATU BLAH T SINSUAT DISTRICT HOSPITAL
417,BARMM,MAGUINDANAO,,"Romongaob,South Upi, Maguindanao",GOVT,MOH-BARMM,SOUTH UPI MUNICIPAL HOSPITAL,10,"Dr. Ester Petilo, DPOGS",General,Level 1,,"Southupi.municip alhospital@yahoo
.com",,9177290335,,SOUTH UPI MUNICIPAL HOSPITAL
418,BARMM,LANAO DEL SUR,,"Brg. Mabul, Malabang, Lanao del Sur",GOVT,MOH-BARMM,"DR. SERAPIO B MONTANER JR., AL HAJJ MEMORIAL HOSPITAL",25,"Dr. Romeo G. Montańer MPH, FPCHA, CEO IV",General,Level 1,,dsbmmh1121@g mail.com,,9399399629,,"DR. SERAPIO B MONTANER JR., AL HAJJ MEMORIAL HOSPITAL"
419,BARMM,LANAO DEL SUR,,"Brgy. Pagalamatan, Binidayan, Lanao del Sur",GOVT,MOH-BARMM,UNAYAN DISTRICT HOSPITAL,10,Dr. Raquilina A. Benito,General,Level 1,,unayanmunicipal hospital@gmail.c om,,9177014850,,UNAYAN DISTRICT HOSPITAL
420,BARMM,LANAO DEL SUR,,"Brgy. Salipongan, Balindong, Lanao del Sur",GOVT,MOH-BARMM,BALINDONG MUNICIPAL HOSPITAL,10,Dr. Mashiding M. Lomandong,General,Level 1,,alicarima@yahoo. com,,9060327521,,BALINDONG MUNICIPAL HOSPITAL
421,BARMM,LANAO DEL SUR,,"Western Wao, Lanao del Sur",GOVT,MOH-BARMM,WAO DISTRICT HOSPITAL,25,Dr. Noeme Requilme,General,Level 1,,oliverferrarez@ya hoo.com,,"9399221774/
09198666665",,WAO DISTRICT HOSPITAL
422,BARMM,LANAO DEL SUR,,"Brgy. Picarabawan, Tamparan, Lanao del Sur",GOVT,MOH-BARMM,TAMPARAN DISTRICT HOSPITAL,25,Dr. Potri Ali Disomamba,General,Level 1,,sw8tmay09@gmai l.com,,"9177166443/
09173270773",,TAMPARAN DISTRICT HOSPITAL
423,BARMM,SULU,,"Brgy. Asturias, Jolo, Sulu",GOVT,MOH-BARMM,SULU PROVINCIAL HOSPITAL,100,Dr. Farah Tan- Omar,General,Level 1,,sphcl2016@gmail. com,,9173010266,,SULU PROVINCIAL HOSPITAL
424,BARMM,SULU,,"Brgy. Kanaway, Parang, Sulu",GOVT,MOH-BARMM,PARANG DISTRICT HOSPITAL,25,"Dr. Hja Sharifa Jubaira
A. Isnain MPH",General,Level 1,,pdhnagmamahal @gmail.com,,9173264512,,PARANG DISTRICT HOSPITAL
425,BARMM,SULU,,"Al-layon St., Tubig Putih, Luuk",GOVT,MOH-BARMM,LUUK DISTRICT HOSPITAL,25,Dr. Ajiron Hajiron,General,Level 1,,il.com / luuk_dh@yahoo.c om.ph,,9061717054,,LUUK DISTRICT HOSPITAL
426,BARMM,SULU,,"Brgy. Campo Islam, Siasi, Sulu",GOVT,MOH-BARMM,SIASI DISTRICT HOSPITAL,25,Dr. Nasser Tillah,General,Level 1,9177225581,sdhospital_1973@ yahoo.com,,,,SIASI DISTRICT HOSPITAL
427,BARMM,TAWI- TAWI,,"Brgy. Lamion, Bongao, Tawi- Tawi",GOVT,MOH-BARMM,DATU HALUN SAKILAN MEMORIAL HOSPITAL,50,"Dr. Sangkula G. Laja, MPH, CESE, CSEE",General,Level 1,,om/ tawitawiipho@gm ail.com,,9999907055,,DATU HALUN SAKILAN MEMORIAL HOSPITAL
428,BARMM,TAWI- TAWI,,"Brgy. Poblacion Sapa Sapa, Tawi Tawi",GOVT,MOH-BARMM,TUAN LIGADDUNG LIPAE MEMORIAL HOSPITAL,20,Dr. Moh Ali A. Burahim,General,Level 1,,tllmhdoharmm@y ahoo.com,,9177132712,,TUAN LIGADDUNG LIPAE MEMORIAL HOSPITAL
429,CARAGA,AGUSAN DEL SUR,,"Patin-ay, Prosperidad, Agusan del Sur",GOVT,Province,D.O. PLAZA MEMORIAL HOSPITAL,100,Dr. Maria Virginia F. Abacajen,General,Level 2,3437441 loc 106/8395432,dopmhhospital@y ahoo.com,,,,D.O. PLAZA MEMORIAL HOSPITAL
430,CARAGA,AGUSAN DEL SUR,,"Bunawan, Agusan del Sur",GOVT,Province,BUNAWAN DISTRICT HOSPITAL,50,Dr. Elmore Lumpay,General,Level 1,,,,,,BUNAWAN DISTRICT HOSPITAL
