region,province,city,complete_address,owner_ship,name_of_clinic,no._of_station,head_of_the_facility,contact_number,e_mail_address,validity,remarks,mapping_address,lat,lng,current_distance,gmaps_url,index
CALABARZON,CAVITE,Bacoor City,"JMN Bldg., Tirona Highway, Habay I, Bacoor City, Cavite",PVT,"NEPHROLOGY CENTER OF BACOOR CAVITE, INC.",11,Dr. Dennis P. Fuentes,"046-5308189 /
5309819",NaN,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"JMN Bldg., Tirona Highway, Habay I, Bacoor City, Cavite",14.4477013,120.9417898,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,179.0
CALABARZON,CAVITE,Bacoor City,"Bldg. A, Unit 3, Paseo de Bacoor, Brgy. Molino III,
Bacoor City, Cavite",PVT,"WELLSERVE DIALYSIS CENTER
(formerly MEDLINE DIALYSIS CENTER)",13,"Dr. Louie Anne Marie S. Salvador,
FPCP, DPSN","046-4505491 /
0908-8841383",wellservehealthcorp@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024","renewal and change name from MEDLINE DIALYSIS CENTER to
Wellserve Dialysis Center
Y2021","Bldg. A, Unit 3, Paseo de Bacoor, Brgy. Molino III,
Bacoor City, Cavite",14.4072499,120.9729347,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,180.0
CALABARZON,CAVITE,Dasmari�as City,"Unitop Mall Governors Drive cor. Paliparan- Silang Road, Paliparan I, Dasmari�as City, Cavite",PVT,DASMARI�AS RENAL CARE CENTER INC.,10,Dr. Jonathan Moleta,"(046) 4306948/0917-
8902109/0995-
2788450",dasmarenal@gmail.com,"Oct. 29, 2020 to
Dec. 31, 2022",NaN,"Unitop Mall Governors Drive cor. Paliparan- Silang Road, Paliparan I, Dasmari�as City, Cavite",14.2896422,120.9014076,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,182.0
CALABARZON,CAVITE,Dasmari�as City,"G/F Units 3,4,5 Leveriza Bldg., E. Aguinaldo Highway, Dasmari�as City, Cavite",PVT,"GLOBAL RELIANCE RENALCARE, INC.",12,Dr. Jenny R. Bicol,046-8437989,NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"G/F Units 3,4,5 Leveriza Bldg., E. Aguinaldo Highway, Dasmari�as City, Cavite",14.3086912,120.9513425,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,183.0
CALABARZON,CAVITE,Dasmari�as City,"RJVA Bldg., Sampaloc 1, Aguinaldo Highway, Palapala, Dasmari�as City, Cavite",PVT,"HEMOTEK RENAL CENTER, INC.",15,Dr. Georgette E. Lee,046-4893625,NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"RJVA Bldg., Sampaloc 1, Aguinaldo Highway, Palapala, Dasmari�as City, Cavite",14.3016564,120.9543412,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,184.0
CALABARZON,Cavite,Dasmari�as City,"895 Mayumi Bldg., Jose Abad Santos Ave., Salitran 1, Dasmari�as City, Cavite",PVT,KIDNEYCARE DIALYSIS CENTER,13,Dr. Eunice Bernadette Go- Lopez,"046-5405997 /
0917-1193166",kathleenrubie.trajano@excelsior.net.ph,"Jan.1, 2022 to
Dec.31, 2024",renewal,"895 Mayumi Bldg., Jose Abad Santos Ave., Salitran 1, Dasmari�as City, Cavite",14.350707,120.939586,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,185.0
CALABARZON,Cavite,Dasmari�as City,"Molino-Paliparan Road, Salawag, Dasmari�as City, Cavite",PVT,K-MATTERS TAGUIG DIALYSIS AND DIAGNOSTIC CENTER CO.,12,Dr. Arlene Afaga,"046-
6860450/0926-
0382171/0921-
5779166",kmattersdasma.hemodialysis@gmail.com,"Jan.1, 2022 to
Dec.31, 2024",NaN,"Molino-Paliparan Road, Salawag, Dasmari�as City, Cavite",14.3412306,120.9839844,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,186.0
CALABARZON,CAVITE,Dasmari�as City,"Zone 1A, Agustina Village, Zone 1 (POB), Dasmari�as City, Cavite",PVT,"NEPHROLOGY CENTER OF DASMARI�AS CITY, INC.",15,Dr. Richard Thomas P. Lim,0930-7382240,nephro.dasma@gmail.com,"Oct. 8, 2020 to
Dec. 31, 2022",NaN,"Zone 1A, Agustina Village, Zone 1 (POB), Dasmari�as City, Cavite",14.3346878,120.9385092,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,187.0
CALABARZON,CAVITE,Gen. Trias City,"Epza-Bacao Road, Gen. Trias City, Cavite",PVT,KOREA-PHILIPPINES FRIENDSHIP OCCUPATIONAL HEALTH & DIALYSIS CLINIC,14,Dr. Juancho Ambata,"046-
4370818/0916-
7393364",NaN,"April 16, 2020 to
Dec. 31, 2022",NaN,"Epza-Bacao Road, Gen. Trias City, Cavite",14.4073731,120.8806325,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,188.0
CALABARZON,CAVITE,Gen. Trias City,"2nd Floor Robinsons Place, General Trias, EPZA, Soriano Highway, Diversion Road, Bacao, General Trias City, Cavite",PVT,NEPHROSOUTH INCORPORATED,15,Dr. Georgette Lee,9778100191,NaN,"Aug. 14, 2020 to
Dec. 31, 2022",NaN,"2nd Floor Robinsons Place, General Trias, EPZA, Soriano Highway, Diversion Road, Bacao, General Trias City, Cavite",14.3965921,120.8649743,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,189.0
CALABARZON,CAVITE,Gen. Trias City,"A. Soriano Hi-way, Brgy. Tejero, General Trias, Cavite",PVT,"ST. AUGUSTINE DIALYSIS INC.
(new)",10,"Dr. MA. MELYNDA
J. FANI","09176293720/04
6-4306948 loc
106",sadialysis@gmail.com,"Sept. 1, 2021 to
Dec. 31, 2023",NaN,"A. Soriano Hi-way, Brgy. Tejero, General Trias, Cavite",14.3968856,120.8675505,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,190.0
CALABARZON,CAVITE,Imus City,"9073 E. Aguinaldo Highway, Anabu II-B, Imus City, Cavite",PVT,"B. BRAUN AVINTUM PHILS., INC.",10,Dr. Rudi Joy T. Larano,"02-5885698 /
0917-5152631",NaN,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"9073 E. Aguinaldo Highway, Anabu II-B, Imus City, Cavite",14.3685479,120.9385889,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,191.0
CALABARZON,Cavite,Imus City,"Unit 205, Sun City Plaza Bldg., Aguinaldo Highway, Anabu I, Imus City, Cavite",PVT,"NEPHROLOGY CENTER OF CAVITE CITY DIALYSIS, INC.",15,Dr. Eloisa Mercado,046-4020255,nephro.imus@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Unit 205, Sun City Plaza Bldg., Aguinaldo Highway, Anabu I, Imus City, Cavite",14.4046361,120.9400949,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,192.0
CALABARZON,CAVITE,Imus City,"Ground Floor, Citymall, Anabu, Gen. Emilio Aguinaldo, Imus City, Cavite",PVT,"RELIANCECARE, INC.",15,"Dr. Margrette ruth
I. Bernardo","6345714 /
0917-5097647",NaN,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"Ground Floor, Citymall, Anabu, Gen. Emilio Aguinaldo, Imus City, Cavite",14.3983621,120.9396826,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,193.0
CALABARZON,CAVITE,Tagaytay City,"3rd Floor, Plaza San Nicolas De Tolentino, Purok 157, General Aguinaldo, Brgy. San Jose, Tagaytay, City",PVT,"ROYAL CARE DIALYSIS CENTER, INC.",16,Dr. Rodolfo Aquino,8010995,NaN,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"3rd Floor, Plaza San Nicolas De Tolentino, Purok 157, General Aguinaldo, Brgy. San Jose, Tagaytay, City",14.1188435,120.9660094,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,194.0
CALABARZON,CAVITE,Trece Martires City,"Lower Ground Floor, Unit 1,2,3 Puregold San Agustin, Governor's Drive, San Agustin, Trece Martires City, Cavite",PVT,"HSI HEMOCARE SYSTEM, INC.",14,Dr. Rene V. Baltazar,046-5704631,NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Lower Ground Floor, Unit 1,2,3 Puregold San Agustin, Governor's Drive, San Agustin, Trece Martires City, Cavite",14.2809849,120.8723929,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,195.0
CALABARZON,Cavite,Trece Martires City,"Governor's Drive, Brgy. San Agustin, Trece Martires City, Cavite",PVT,"MSR HEALTH CARE, INC.",12,Dr. Rosalyn Cabuco,"5501489 / 0906-
5444924",msrdialysis@gmail.com,"Jan.1, 2022 to
Dec.31, 2024",NaN,"Governor's Drive, Brgy. San Agustin, Trece Martires City, Cavite",14.2844361,120.8635736,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,196.0
CALABARZON,LAGUNA,NaN,"Lopez Jaena St., Brgy. Poblacion 1, Nagcarlan, Laguna",PVT,"UNITED DOCTORS OF LAGUNA [UDL] DIALYSIS CENTER, INC.",7,Kenneth C. Lim,049-5496801,NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Lopez Jaena St., Brgy. Poblacion 1, Nagcarlan, Laguna",14.2434269,121.5083029,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,197.0
CALABARZON,Laguna,NaN,"Temprosa Bldg., Brgy. Bagumbayan, Siniloan, Laguna",PVT,DIALYSIS CENTER OF SINILOAN LAGUNA CORP.,6,Dr. Marlene V. Iniego,0905-4480695,dialysiscenterofsiniloan@gmail.com,"Jan.1, 2022 to
Dec.31, 2024",NaN,"Temprosa Bldg., Brgy. Bagumbayan, Siniloan, Laguna",14.426217,121.435667,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,198.0
CALABARZON,LAGUNA,NaN,"#18 AMNC Bldg., P.
Guevarra Ave., Brgy. Pagsawitan, Sta. Cruz, Laguna",PVT,DCS DIALYSIS CENTER,8,Dr. Marlene Villanueva-Iniego,0917-8159830,NaN,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"#18 AMNC Bldg., P.
Guevarra Ave., Brgy. Pagsawitan, Sta. Cruz, Laguna",14.2681627,121.4241104,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,199.0
CALABARZON,LAGUNA,NaN,"Mabini St., Brgy. Bukal, Sta. Cruz, Laguna",PVT,STA. CRUZ HEMODIALYSIS CENTER CORP.,17,Dr. Maria Rhowena Flores-Florendo,"049-6233539 /
0915-7776700",stacruzhemodialysis@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",from 30-17,"Mabini St., Brgy. Bukal, Sta. Cruz, Laguna",14.281811,121.4163085,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,200.0
CALABARZON,LAGUNA,Binan City,"Unit A17-A, Ground Floor, south Woods Mall, Southwoods city, barangay San Francisco, Binan Laguna",PVT,"B.BRAUN AVITUM PHILIPPINES,
INC.  (new)",17,Dr. Arni Agawin Magdamo,"9176536622/091
78387177",bbraun.southwoods@gmail.com,"May 6, 2021 to
Dec. 31, 2023",NaN,"Unit A17-A, Ground Floor, south Woods Mall, Southwoods city, barangay San Francisco, Binan Laguna",14.3313062,121.0505038,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,201.0
CALABARZON,Laguna,Bi�an City,"Sto. Domingo, Bi�an City, Laguna",PVT,"GC HEMODYNAMIX, INC.",15,"Dr, Rolando N. Macalalag",0967-2486639,gcbinan@gmail.com,"Jan.1, 2022 to
Dec.31, 2024",from 27-15,"Sto. Domingo, Bi�an City, Laguna",14.3366743,121.0822418,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,202.0
CALABARZON,LAGUNA,Binan City,"Rm. 303 A&C, Coral Center Bldg.,, Southwoods, Bi�an, Laguna",PVT,ST. MICHAEL AND ST. RAPHAEL DIALYSIS CENTER CORP.,10,Dr. Josierina Y. Sarmiento,"0917-8176668 /
049-5597103",stmichaeldialysiscenter@gmail.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Rm. 303 A&C, Coral Center Bldg.,, Southwoods, Bi�an, Laguna",14.3318979,121.0496271,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,203.0
CALABARZON,LAGUNA,Binan City,"2nd Floor, Umbria Commercial Center, Brgy. San Antonio, City of Bi�an, Laguna",PVT,"RNM DIALYSIS CENTER, INC.
(new)",10,Dr. Cindy Angue,0927-6255544,rnmdialysiscenter@gmail.com,"Aug. 31, 2021 to
Dec. 31, 2023",NaN,"2nd Floor, Umbria Commercial Center, Brgy. San Antonio, City of Bi�an, Laguna",14.3289022,121.088372,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,204.0
CALABARZON,LAGUNA,Cabuyao City,"Ospital ng Cabuyao, Brgy. Tres, Cabuyao, Laguna",PVT,NEPHROMED ASIA MEDICAL GROUP INCORPORATED,10,Dr. Rogelio C. Aquino,0977-8100191,jylberdlnabor@gmail.com,"Aug. 14, 2020 to
Dec. 31, 2022",NaN,"Ospital ng Cabuyao, Brgy. Tres, Cabuyao, Laguna",14.2755453,121.1262332,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,205.0
CALABARZON,LAGUNA,Calamba City,"175 National Highway, Paciano Rizal, Calamba, Laguna",PVT,"CPDC-BRIDGES DIALYSIS CENTER, INC.",7,Dr. Genaro Angcao,0917-8406089,cpdcbridgesdci@yahoo.com,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"175 National Highway, Paciano Rizal, Calamba, Laguna",14.220418,121.1393526,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,206.0
CALABARZON,LAGUNA,Calamba City,"G/F Linville Bldg., Brgy. Real, Calamba, Laguna",PVT,"HEMOTEK RENAL CENTER, INC.",15,Dr. Genaro T. Angcao,"5361091 / 0915-
2722902",NaN,"Jan. 1, 2022 to
Dec. 31, 2024",renewal,"G/F Linville Bldg., Brgy. Real, Calamba, Laguna",14.2036481,121.1572273,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,207.0
CALABARZON,LAGUNA,Calamba City,"Unit 7, LGC Bldg., Parian, Calamba City, Laguna",PVT,"MEGA HEALTH DIALYSIS CENTER, INC.",9,Dr. Eric Jude M. Cariano,049-5218082,NaN,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Unit 7, LGC Bldg., Parian, Calamba City, Laguna",14.2146396,121.1498205,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,208.0
CALABARZON,LAGUNA,Calamba City,"Dr. Jose P. Rizal Memorial Dist. Hospital, Bucal, Calamba City, Laguna",PVT,"NEPHRO SYNERGIES, INC.",9,Dr. Norman C. Constantino,049-5217759,NaN,"Jan. 1, 2022 to
Dec. 31, 2024",renewal,"Dr. Jose P. Rizal Memorial Dist. Hospital, Bucal, Calamba City, Laguna",14.1875867,121.1704733,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,209.0
CALABARZON,LAGUNA,Calamba City,"G/F Milan Prestige Bldg., National Highway, Brgy. Halang, Calamba City, Laguna",PVT,"NEPHROLOGY CENTER OF CALAMBA, LAGUNA, INC.",15,Dr. Hana Marie Biagtan,"049-5308189 /
5309819",NaN,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"G/F Milan Prestige Bldg., National Highway, Brgy. Halang, Calamba City, Laguna",14.1958139,121.1631572,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,210.0
CALABARZON,LAGUNA,Calamba City,"Penthouse Makiling Medical Clinic and Diagnostic Center, Lot 5, Block 3, Pan Philippines Highway, Brgy.
Milagrosa, Calamba City,
Laguna",PVT,OUR LADY OF LOURDES DIALYSIS CENTER  (new),8,"Dr. Marilyn Vinluan
-Olveda",0919-0985221,ourladyoflourdesdialysiscenter@gmail.com,"Aug. 16, 2021 to
Dec. 31, 2023",NaN,"Penthouse Makiling Medical Clinic and Diagnostic Center, Lot 5, Block 3, Pan Philippines Highway, Brgy.
Milagrosa, Calamba City,
Laguna",14.1909815,121.1386567,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,211.0
CALABARZON,LAGUNA,San Pablo City,"Km. 81 Maharlika Hiway San Roque, San Pablo
City, Laguna",PVT,KOLFF DIALYSIS INC.,10,Dr. Keneth Lim,0927-6255544,donnatalactac.cds@gmail.com,"Dec. 15, 2020 to
Dec. 31, 2022",NaN,"Km. 81 Maharlika Hiway San Roque, San Pablo
City, Laguna",14.0633731,121.324392,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,212.0
CALABARZON,LAGUNA,San Pablo City,"M. Brion St., Brgy. 4-C, San Pablo City, Laguna",PVT,NEPHRO PLUS DIALYSIS CENTER,11,Dr. Rica S. Carpio,"049-
5212453/091931
36836/09088859
295 /",nephro_plus@yahoo.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"M. Brion St., Brgy. 4-C, San Pablo City, Laguna",14.0707016,121.3256579,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,213.0
CALABARZON,LAGUNA,San Pablo City,"General Antonio Luna Road, Brgy. IV-A, San Pablo City, Laguna",PVT,"RENAL HUB AND MANAGEMENT, INC.  (new)",8,Dr. Edgal Palacol,0917-1848706,ffa@renal-hub.com,"Dec. 20, 2021 to
Dec. 31, 2023",NaN,"General Antonio Luna Road, Brgy. IV-A, San Pablo City, Laguna",14.071734,121.3280846,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,214.0
CALABARZON,LAGUNA,San Pedro City,"Km. 31, National Highway, Brgy. Nueva, San Pedro, Laguna",PVT,"ROYAL CARE DIALYSIS CENTER, INC.",16,Dr. Dan Michael Dones,"8010995 / 0922-
8153076",ph.snp.nth.cm@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Km. 31, National Highway, Brgy. Nueva, San Pedro, Laguna",14.3583989,121.0576834,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,215.0
CALABARZON,LAGUNA,San Pedro City,"Building 2, Centro Pacita, Pacita Complex, San Vicente, Phase II, San Pedro City, Laguna",PVT,TMS DIALYSIS CENTER - SAN PEDRO,29,Dr. Maria Angeline Ledesma-Gumba,02-85538259,bethel.tingzon@bbraun.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Building 2, Centro Pacita, Pacita Complex, San Vicente, Phase II, San Pedro City, Laguna",14.3452782,121.0639226,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,216.0
CALABARZON,LAGUNA,Sta. Rosa City,"2nd Floor, Robinsons Santa Rosa, National Highway,Brgy. Tagapo, Sta. Rosa City, Laguna",PVT,"NEPHROASIA DIALYSIS CENTER, INC.",13,Dr. Vincent Paul Filio,049-5454792,nephroasiadialysiscenter@gmail.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"2nd Floor, Robinsons Santa Rosa, National Highway,Brgy. Tagapo, Sta. Rosa City, Laguna",14.3191667,121.0966667,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,217.0
CALABARZON,LAGUNA,Sta. Rosa City,"3rd Floor, PMP DiagnosticsCenter Bldg., 1241-A-1 National Highway, Brgy. Dita, Sta. Rosa City, Laguna",PVT,KIDNEYCARE DIALYSIS CENTER,4,Dr. Jose Maria Allessandro Libo- on,0917-8733451,eghi.068.rose@gmail.com,"Oct. 23, 2020 to
Dec. 31, 2022",NaN,"3rd Floor, PMP DiagnosticsCenter Bldg., 1241-A-1 National Highway, Brgy. Dita, Sta. Rosa City, Laguna",14.2781679,121.111307,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,218.0
CALABARZON,LAGUNA,Sta. Rosa City,"RSBS Boulevard, San Lorenzo South, Barangay Balibago, Sta. Rosa, Laguna",PVT,"THERAPY MANAGEMENT SERVICES PHILS., INC.",24,Dr. Christian Sigfried T. Estanislao,0917-5681564,"mithelle.logro@bbraun
.com","Jan. 1, 2021 to
Dec. 31, 2023",NaN,"RSBS Boulevard, San Lorenzo South, Barangay Balibago, Sta. Rosa, Laguna",14.2710621,121.0982864,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,219.0
CALABARZON,QUEZON,NaN,"Maharlika Highway, Brgy. Masin Sur,
Candelaria, Quezon",PVT,"CANDELARIA KIDNEY CARE, INC.",10,"Dr. Christina Erika
L. Basilan",5852300,candelariakidneycareinc2020@gmail.com,"July 21, 2020 to
Dec. 31, 2022",NaN,"Maharlika Highway, Brgy. Masin Sur,
Candelaria, Quezon",13.9303478,121.4417932,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,220.0
CALABARZON,QUEZON,Lucena City,"Unit 1D-1E, G/F LIC
Bldg., #1080 Do�a Aurora Blvd., Brgy. Gulang Gulang, Lucena City, Quezon",PVT,"KOLFF DIALYSIS, INC.",12,Dr. Rose Marie Ho Yu,042-3220267,donnatalactac.cds@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Unit 1D-1E, G/F LIC
Bldg., #1080 Do�a Aurora Blvd., Brgy. Gulang Gulang, Lucena City, Quezon",13.955202,121.6083038,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,222.0
CALABARZON,QUEZON,Lucena City,"No. 13 Quezon Ave., Lucena City, Quezon",PVT,QUEZON MMG DIALYSIS CENTER,11,Dr. Cesar Villamayor,"042-7102288 /
710-8050",NaN,"Jan.1, 2022 to
Dec.31, 2024",NaN,"No. 13 Quezon Ave., Lucena City, Quezon",13.941083,121.6133831,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,223.0
CALABARZON,QUEZON,Lucena City,"Lot 9, Blk 7, Pleasant Village Subd., A. Boni Drive, Ilayang Iyam, Lucena City, Quezon",PVT,"TRINITY DIALYSIS CENTER
(new)",12,Dr. Melody A. Pe�a,"042-
7884383/0927-
8558954",mgd.trinitydialysis@gmail.com,"Jan. 12, 2021  to
Dec. 31, 2023",NaN,"Lot 9, Blk 7, Pleasant Village Subd., A. Boni Drive, Ilayang Iyam, Lucena City, Quezon",13.9411335,121.6026364,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,224.0
CALABARZON,RIZAL,NaN,"138 M.L. Quezon , Angono, Rizal",PVT,"GLOBAL BIOTECH HEALTHCARE, INC.",10,Dr. Marie Stella L. Navarro,"6637366 / 0917-
8588080 / 0998-
5763858",NaN,"Jan. 1, 2022 to
Dec. 31, 2024",renewal,"138 M.L. Quezon , Angono, Rizal",14.5383714,121.1519609,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,225.0
CALABARZON,RIZAL,NaN,"490 M.L. Quezon St., Brgy. San Isidro, Angono, Rizal",PVT,"RIZAL DIALYSIS AND WELLNESS CENTER OPC
(new)",12,"Dr. Alwyn Johanna
S. Santos",0921-7473308,NaN,"Nov. 29, 2021 to
Dec. 31, 2023",NaN,"490 M.L. Quezon St., Brgy. San Isidro, Angono, Rizal",14.5380805,121.1518562,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,226.0
CALABARZON,RIZAL,NaN,"Manila East Road, Brgy. Pag-Asa, Binangonan, Rizal",PVT,"ANGONO-BINANGONAN CENTER OF DIALYSIS, INC.
(new)",15,Dr. Jason Paul Medina,"02-85631538 /
0995-1052080",abc.binangonan@gmail.com,"May 14, 2021 to
Dec. 31, 2023",NaN,"Manila East Road, Brgy. Pag-Asa, Binangonan, Rizal",14.5247841,121.1576932,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,227.0
CALABARZON,RIZAL,NaN,"3rd Floor, Rublou Business Center, Ortigas Ave. Ext., Brgy. Sto. Domingo, Cainta, Rizal",PVT,ASIA KIDNEY CARE CENTER,11,Dr. Joselito A. Mora,0921-9932626,NaN,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"3rd Floor, Rublou Business Center, Ortigas Ave. Ext., Brgy. Sto. Domingo, Cainta, Rizal",14.585884,121.115953,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,228.0
CALABARZON,RIZAL,NaN,"Unit A, G/F Alpha Square Bldg., 19 A. Bonifacio Ave., Brgy. Santo Domingo, Cainta, Rizal",PVT,"CLAREMONT DIALYSIS CENTER, INC. (new)",15,Dr. J. Meinard Nepomuceno,0977-8198340,clinicalmanager_corporateoffice@yahoo.com,"Aug. 23, 2021 to
Dec. 31, 2023",NaN,"Unit A, G/F Alpha Square Bldg., 19 A. Bonifacio Ave., Brgy. Santo Domingo, Cainta, Rizal",14.576914,121.1168516,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,229.0
CALABARZON,RIZAL,NaN,"2nd Floor, Cainta Municipal Hospital, Municipal Compound, Brgy. Sto. Domingo, Cainta, Rizal",PVT,"JORTIZ DIALYSIS CENTER
(new)",5,Dr. Zarah Marie Zamaora-Tan,"0945-9629336/
0917-71364313",jamesdean.ortiz@gmail.com,"Oct. 29, 2021 to
Dec. 31, 2023",NaN,"2nd Floor, Cainta Municipal Hospital, Municipal Compound, Brgy. Sto. Domingo, Cainta, Rizal",14.583627,121.1136973,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,230.0
CALABARZON,RIZAL,NaN,"Km. 18, Ortigas Ave. Ext., Brgy. Sto. Ni�o, Cainta, Rizal",PVT,"PADRE PIO KIDNEY CARE CENTER, INC.",15,"Dr. Glennis Fiona
J. Javelosa-Tan","02-7213-4707 /
0917-3280245",padrepiokidneycarecenter@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Km. 18, Ortigas Ave. Ext., Brgy. Sto. Ni�o, Cainta, Rizal",14.5854129,121.1179901,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,232.0
CALABARZON,RIZAL,NaN,"1 GS National Road, Looc, Cardona, Rizal",PVT,CARLOS MEDICAL AND MATERNITY CLINIC,11,Dr. Carmel M. Carlos,"84015360 /
87272731",carlosmedical1976@yahoo.com,"Nov. 11, 2020 to
Dec. 31, 2022",NaN,"1 GS National Road, Looc, Cardona, Rizal",14.529671,121.2301009,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,233.0
CALABARZON,RIZAL,NaN,"Tomas Claudio St., Sitio Paglabas, Barangay San Pedro, Morong, Rizal",PVT,"MORONG MEDICAL AND HEMODIALYSIS CENTER, INC.",28,"Dr.  Ana Maricon
A. Gabas",9778571588,NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Tomas Claudio St., Sitio Paglabas, Barangay San Pedro, Morong, Rizal",14.4858467,121.2309367,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,234.0
